Variable Name 	Variable Description                                                                                                                                                                                                                                                                	Data File Name 	Data File Description                                                         	Begin Year 	EndYear 	Component  	Use Constraints
LBDBGMSI      	Mercury, methyl (nmol/L)                                                                                                                                                                                                                                                            	IHGEM_J        	Mercury: Inorganic, Ethyl and Methyl - Blood                                  	      2017 	   2018 	Laboratory 	None
LBDIHGLC      	Mercury, inorganic comment code                                                                                                                                                                                                                                                     	IHGEM_J        	Mercury: Inorganic, Ethyl and Methyl - Blood                                  	      2017 	   2018 	Laboratory 	None
LBDIHGSI      	Mercury, inorganic (nmol/L)                                                                                                                                                                                                                                                         	IHGEM_J        	Mercury: Inorganic, Ethyl and Methyl - Blood                                  	      2017 	   2018 	Laboratory 	None
LBXBGE        	Mercury, ethyl (ug/L)                                                                                                                                                                                                                                                               	IHGEM_J        	Mercury: Inorganic, Ethyl and Methyl - Blood                                  	      2017 	   2018 	Laboratory 	None
LBXBGM        	Mercury, methyl (ug/L)                                                                                                                                                                                                                                                              	IHGEM_J        	Mercury: Inorganic, Ethyl and Methyl - Blood                                  	      2017 	   2018 	Laboratory 	None
LBXIHG        	Inorganic mercury, blood (ug/L)                                                                                                                                                                                                                                                     	IHGEM_J        	Mercury: Inorganic, Ethyl and Methyl - Blood                                  	      2017 	   2018 	Laboratory 	None
SEQN          	Respondent sequence number.                                                                                                                                                                                                                                                         	IHGEM_J        	Mercury: Inorganic, Ethyl and Methyl - Blood                                  	      2017 	   2018 	Laboratory 	None
LBXIGG        	Cytomegalovirus (CMV) IgG                                                                                                                                                                                                                                                           	CMV_J          	Cytomegalovirus IgG & IgM Antibodies - Serum                                  	      2017 	   2018 	Laboratory 	None
LBXIGGA       	Cytomegalovirus (CMV) IgG avidity                                                                                                                                                                                                                                                   	CMV_J          	Cytomegalovirus IgG & IgM Antibodies - Serum                                  	      2017 	   2018 	Laboratory 	None
LBXIGM        	Cytomegalovirus (CMV) IgM                                                                                                                                                                                                                                                           	CMV_J          	Cytomegalovirus IgG & IgM Antibodies - Serum                                  	      2017 	   2018 	Laboratory 	None
SEQN          	Respondent sequence number.                                                                                                                                                                                                                                                         	CMV_J          	Cytomegalovirus IgG & IgM Antibodies - Serum                                  	      2017 	   2018 	Laboratory 	None
LBXHE2        	Herpes Simplex Virus Type 2                                                                                                                                                                                                                                                         	HSV_J_R        	Herpes Simplex Virus Type-2 - Youth                                           	      2017 	   2018 	Laboratory 	RDC Only
SEQN          	Respondent sequence number                                                                                                                                                                                                                                                          	HSV_J_R        	Herpes Simplex Virus Type-2 - Youth                                           	      2017 	   2018 	Laboratory 	RDC Only
LBXHE1        	Herpes Simplex Virus Type 1                                                                                                                                                                                                                                                         	HSVA_J_R       	Herpes Simplex Virus Type-1 and Type-2                                        	      2017 	   2018 	Laboratory 	RDC Only
LBXHE2        	Herpes Simplex Virus Type 2                                                                                                                                                                                                                                                         	HSVA_J_R       	Herpes Simplex Virus Type-1 and Type-2                                        	      2017 	   2018 	Laboratory 	RDC Only
SEQN          	Respondent sequence number                                                                                                                                                                                                                                                          	HSVA_J_R       	Herpes Simplex Virus Type-1 and Type-2                                        	      2017 	   2018 	Laboratory 	RDC Only
SEQN          	Respondent sequence number                                                                                                                                                                                                                                                          	MGEA_J_R       	Mycoplasma genitalium - Urine - Adult                                         	      2017 	   2018 	Laboratory 	RDC Only
URXMYGE       	Mycoplasma genitalium, Urine                                                                                                                                                                                                                                                        	MGEA_J_R       	Mycoplasma genitalium - Urine - Adult                                         	      2017 	   2018 	Laboratory 	RDC Only
SEQN          	Respondent sequence number                                                                                                                                                                                                                                                          	MGEN_J_R       	Mycoplasma genitalium - Urine - Youth                                         	      2017 	   2018 	Laboratory 	RDC Only
URXMYGE       	Mycoplasma genitalium, Urine                                                                                                                                                                                                                                                        	MGEN_J_R       	Mycoplasma genitalium - Urine - Youth                                         	      2017 	   2018 	Laboratory 	RDC Only
SEQN          	Respondent sequence number.                                                                                                                                                                                                                                                         	TRIA_J_R       	Trichomonas - Urine - Adult                                                   	      2017 	   2018 	Laboratory 	RDC Only
URXUTRI       	Trichomonas, Urine                                                                                                                                                                                                                                                                  	TRIA_J_R       	Trichomonas - Urine - Adult                                                   	      2017 	   2018 	Laboratory 	RDC Only
SEQN          	Respondent sequence number.                                                                                                                                                                                                                                                         	TRIC_J_R       	Trichomonas - Urine - Youth                                                   	      2017 	   2018 	Laboratory 	RDC Only
URXUTRI       	Trichomonas, Urine                                                                                                                                                                                                                                                                  	TRIC_J_R       	Trichomonas - Urine - Youth                                                   	      2017 	   2018 	Laboratory 	RDC Only
SEQN          	Respondent sequence number.                                                                                                                                                                                                                                                         	CHLA_J_R       	Chlamydia - Urine - Adult                                                     	      2017 	   2018 	Laboratory 	RDC Only
URXUCL        	Chlamydia, Urine                                                                                                                                                                                                                                                                    	CHLA_J_R       	Chlamydia - Urine - Adult                                                     	      2017 	   2018 	Laboratory 	RDC Only
SEQN          	Respondent sequence number                                                                                                                                                                                                                                                          	CHLM_J_R       	Chlamydia - Urine - Youth                                                     	      2017 	   2018 	Laboratory 	RDC Only
URXUCL        	Chlamydia, Urine                                                                                                                                                                                                                                                                    	CHLM_J_R       	Chlamydia - Urine - Youth                                                     	      2017 	   2018 	Laboratory 	RDC Only
LBDGLUSI      	Fasting Glucose (mmol/L)                                                                                                                                                                                                                                                            	GLU_J          	Plasma Fasting Glucose                                                        	      2017 	   2018 	Laboratory 	None
LBXGLU        	Fasting Glucose (mg/dL)                                                                                                                                                                                                                                                             	GLU_J          	Plasma Fasting Glucose                                                        	      2017 	   2018 	Laboratory 	None
SEQN          	Respondent sequence number                                                                                                                                                                                                                                                          	GLU_J          	Plasma Fasting Glucose                                                        	      2017 	   2018 	Laboratory 	None
WTSAF2YR      	Fasting Subsample 2 Year MEC Weight                                                                                                                                                                                                                                                 	GLU_J          	Plasma Fasting Glucose                                                        	      2017 	   2018 	Laboratory 	None
LBDCOTLC      	Cotinine, Serum Comment Code                                                                                                                                                                                                                                                        	COT_J          	Cotinine and Hydroxycotinine - Serum                                          	      2017 	   2018 	Laboratory 	None
LBDHCTLC      	Hydroxycotinine, Serum Comment Code                                                                                                                                                                                                                                                 	COT_J          	Cotinine and Hydroxycotinine - Serum                                          	      2017 	   2018 	Laboratory 	None
LBXCOT        	Cotinine, Serum (ng/mL)                                                                                                                                                                                                                                                             	COT_J          	Cotinine and Hydroxycotinine - Serum                                          	      2017 	   2018 	Laboratory 	None
LBXHCT        	Hydroxycotinine, Serum (ng/mL)                                                                                                                                                                                                                                                      	COT_J          	Cotinine and Hydroxycotinine - Serum                                          	      2017 	   2018 	Laboratory 	None
SEQN          	Respondent sequence number                                                                                                                                                                                                                                                          	COT_J          	Cotinine and Hydroxycotinine - Serum                                          	      2017 	   2018 	Laboratory 	None
LBDINLC       	Insulin Comment Code                                                                                                                                                                                                                                                                	INS_J          	Insulin                                                                       	      2017 	   2018 	Laboratory 	None
LBDINSI       	Insulin (pmol/L)                                                                                                                                                                                                                                                                    	INS_J          	Insulin                                                                       	      2017 	   2018 	Laboratory 	None
LBXIN         	Insulin (uU/mL)                                                                                                                                                                                                                                                                     	INS_J          	Insulin                                                                       	      2017 	   2018 	Laboratory 	None
SEQN          	Respondent sequence number.                                                                                                                                                                                                                                                         	INS_J          	Insulin                                                                       	      2017 	   2018 	Laboratory 	None
WTSAF2YR      	Fasting Subsample 2 Year MEC Weight                                                                                                                                                                                                                                                 	INS_J          	Insulin                                                                       	      2017 	   2018 	Laboratory 	None
LBDFERSI      	Ferritin (ug/L)                                                                                                                                                                                                                                                                     	FERTIN_J       	Ferritin                                                                      	      2017 	   2018 	Laboratory 	None
LBXFER        	Ferritin (ng/mL)                                                                                                                                                                                                                                                                    	FERTIN_J       	Ferritin                                                                      	      2017 	   2018 	Laboratory 	None
SEQN          	Respondent sequence number                                                                                                                                                                                                                                                          	FERTIN_J       	Ferritin                                                                      	      2017 	   2018 	Laboratory 	None
LBDVICLC      	Vitamin C comment code                                                                                                                                                                                                                                                              	VIC_J          	Vitamin C                                                                     	      2017 	   2018 	Laboratory 	None
LBDVICSI      	Vitamin C (umol/L)                                                                                                                                                                                                                                                                  	VIC_J          	Vitamin C                                                                     	      2017 	   2018 	Laboratory 	None
LBXVIC        	Vitamin C (mg/dL)                                                                                                                                                                                                                                                                   	VIC_J          	Vitamin C                                                                     	      2017 	   2018 	Laboratory 	None
SEQN          	Respondent sequence number                                                                                                                                                                                                                                                          	VIC_J          	Vitamin C                                                                     	      2017 	   2018 	Laboratory 	None
LBDLDL        	LDL-Cholesterol, Friedewald equation (mg/dL). LBDLDL = (LBXTC-(LBDHDD + LBXTR/5), round to 0 decimal places) for LBXTR less than 400 mg/dL, and missing for LBXTR greater than 400 mg/dL. LBDHDD from public release file HDL_J                                                     	TRIGLY_J       	Cholesterol - Low-Density Lipoproteins (LDL) & Triglycerides                  	      2017 	   2018 	Laboratory 	None
LBDLDLM       	LDL-Cholesterol, Martin-Hopkins equation (mg/dL). LBDLDLM = (LBXTC-(LBDHDD + LBXTR/Adjustable Factor), round to 0 decimal places) for LBXTR less than 400 mg/dL, and missing for LBXTR greater than 400 mg/dL. LBDHDD from public release file HDL_J                                	TRIGLY_J       	Cholesterol - Low-Density Lipoproteins (LDL) & Triglycerides                  	      2017 	   2018 	Laboratory 	None
LBDLDLN       	LBDLDLN = (LBXTC/0.948 – LBDHDD/0.971 – (LBXTR/8.56 + (LBXTR * (LBXTC – LBDHDD))/2140 – LBXTR^2/16100) – 9.44), round 0 decimal places) for LBXTR less than 800 mg/dL, and missing for LBXTR GE 800 mg/dL. ^2 stands for power=2, or squared. LBDHDD from public release file HDL_J 	TRIGLY_J       	Cholesterol - Low-Density Lipoproteins (LDL) & Triglycerides                  	      2017 	   2018 	Laboratory 	None
LBDLDLSI      	LDL-Cholesterol, Friedewald equation (mmol/L)                                                                                                                                                                                                                                       	TRIGLY_J       	Cholesterol - Low-Density Lipoproteins (LDL) & Triglycerides                  	      2017 	   2018 	Laboratory 	None
LBDLDMSI      	LDL-Cholesterol, Martin-Hopkins equation (mmol/L)                                                                                                                                                                                                                                   	TRIGLY_J       	Cholesterol - Low-Density Lipoproteins (LDL) & Triglycerides                  	      2017 	   2018 	Laboratory 	None
LBDLDNSI      	LDL-Cholesterol, NIH equation 2 (mmol/L)                                                                                                                                                                                                                                            	TRIGLY_J       	Cholesterol - Low-Density Lipoproteins (LDL) & Triglycerides                  	      2017 	   2018 	Laboratory 	None
LBDTRSI       	Triglyceride (mmol/L)                                                                                                                                                                                                                                                               	TRIGLY_J       	Cholesterol - Low-Density Lipoproteins (LDL) & Triglycerides                  	      2017 	   2018 	Laboratory 	None
LBXTR         	Triglyceride (mg/dL)                                                                                                                                                                                                                                                                	TRIGLY_J       	Cholesterol - Low-Density Lipoproteins (LDL) & Triglycerides                  	      2017 	   2018 	Laboratory 	None
SEQN          	Respondent sequence number                                                                                                                                                                                                                                                          	TRIGLY_J       	Cholesterol - Low-Density Lipoproteins (LDL) & Triglycerides                  	      2017 	   2018 	Laboratory 	None
WTSAF2YR      	Fasting Subsample 2 Year MEC Weight                                                                                                                                                                                                                                                 	TRIGLY_J       	Cholesterol - Low-Density Lipoproteins (LDL) & Triglycerides                  	      2017 	   2018 	Laboratory 	None
LBDRFO        	RBC folate (ng/mL)                                                                                                                                                                                                                                                                  	FOLATE_J       	Folate - RBC                                                                  	      2017 	   2018 	Laboratory 	None
LBDRFOSI      	RBC folate (nmol/L)                                                                                                                                                                                                                                                                 	FOLATE_J       	Folate - RBC                                                                  	      2017 	   2018 	Laboratory 	None
SEQN          	Respondent sequence number                                                                                                                                                                                                                                                          	FOLATE_J       	Folate - RBC                                                                  	      2017 	   2018 	Laboratory 	None
WTFOL2YR      	Folate and Folate Forms Weight                                                                                                                                                                                                                                                      	FOLATE_J       	Folate - RBC                                                                  	      2017 	   2018 	Laboratory 	None
LBDFOT        	Serum total folate (ng/mL)                                                                                                                                                                                                                                                          	FOLFMS_J       	Folate Forms - Total & Individual - Serum                                     	      2017 	   2018 	Laboratory 	None
LBDFOTSI      	Serum total folate (nmol/L)                                                                                                                                                                                                                                                         	FOLFMS_J       	Folate Forms - Total & Individual - Serum                                     	      2017 	   2018 	Laboratory 	None
LBDSF1LC      	5-Methyl-tetrahydrofolic comment code                                                                                                                                                                                                                                               	FOLFMS_J       	Folate Forms - Total & Individual - Serum                                     	      2017 	   2018 	Laboratory 	None
LBDSF2LC      	Folic acid comment code                                                                                                                                                                                                                                                             	FOLFMS_J       	Folate Forms - Total & Individual - Serum                                     	      2017 	   2018 	Laboratory 	None
LBDSF3LC      	5-Formyl-tetrahydrofolate comment code                                                                                                                                                                                                                                              	FOLFMS_J       	Folate Forms - Total & Individual - Serum                                     	      2017 	   2018 	Laboratory 	None
LBDSF4LC      	Tetrahydrofolate comment code                                                                                                                                                                                                                                                       	FOLFMS_J       	Folate Forms - Total & Individual - Serum                                     	      2017 	   2018 	Laboratory 	None
LBDSF5LC      	5,10-Methenyl-tetrahydrofolate comment code                                                                                                                                                                                                                                         	FOLFMS_J       	Folate Forms - Total & Individual - Serum                                     	      2017 	   2018 	Laboratory 	None
LBDSF6LC      	Mefox oxidation product comment code                                                                                                                                                                                                                                                	FOLFMS_J       	Folate Forms - Total & Individual - Serum                                     	      2017 	   2018 	Laboratory 	None
LBXSF1SI      	5-Methyl-tetrahydrofolate (nmol/L)                                                                                                                                                                                                                                                  	FOLFMS_J       	Folate Forms - Total & Individual - Serum                                     	      2017 	   2018 	Laboratory 	None
LBXSF2SI      	Folic acid (nmol/L)                                                                                                                                                                                                                                                                 	FOLFMS_J       	Folate Forms - Total & Individual - Serum                                     	      2017 	   2018 	Laboratory 	None
LBXSF3SI      	5-Formyl-tetrahydrofolate (nmol/L)                                                                                                                                                                                                                                                  	FOLFMS_J       	Folate Forms - Total & Individual - Serum                                     	      2017 	   2018 	Laboratory 	None
LBXSF4SI      	Tetrahydrofolate (nmol/L)                                                                                                                                                                                                                                                           	FOLFMS_J       	Folate Forms - Total & Individual - Serum                                     	      2017 	   2018 	Laboratory 	None
LBXSF5SI      	5,10-Methenyl-tetrahydrofolate (nmol/L)                                                                                                                                                                                                                                             	FOLFMS_J       	Folate Forms - Total & Individual - Serum                                     	      2017 	   2018 	Laboratory 	None
LBXSF6SI      	Mefox oxidation product (nmol/L)                                                                                                                                                                                                                                                    	FOLFMS_J       	Folate Forms - Total & Individual - Serum                                     	      2017 	   2018 	Laboratory 	None
SEQN          	Respondent sequence number                                                                                                                                                                                                                                                          	FOLFMS_J       	Folate Forms - Total & Individual - Serum                                     	      2017 	   2018 	Laboratory 	None
WTFOL2YR      	Folate and Folate Forms Weight                                                                                                                                                                                                                                                      	FOLFMS_J       	Folate Forms - Total & Individual - Serum                                     	      2017 	   2018 	Laboratory 	None
SEQN          	Respondent sequence number.                                                                                                                                                                                                                                                         	UAS_J          	Arsenics - Speciated - Urine                                                  	      2017 	   2018 	Laboratory 	None
URDUA3LC      	Urinary Arsenous acid comment code                                                                                                                                                                                                                                                  	UAS_J          	Arsenics - Speciated - Urine                                                  	      2017 	   2018 	Laboratory 	None
URDUA5LC      	Urinary Arsenic acid comment code                                                                                                                                                                                                                                                   	UAS_J          	Arsenics - Speciated - Urine                                                  	      2017 	   2018 	Laboratory 	None
URDUABLC      	Urinary Arsenobetaine comment code                                                                                                                                                                                                                                                  	UAS_J          	Arsenics - Speciated - Urine                                                  	      2017 	   2018 	Laboratory 	None
URDUACLC      	Urinary Arsenocholine comment code                                                                                                                                                                                                                                                  	UAS_J          	Arsenics - Speciated - Urine                                                  	      2017 	   2018 	Laboratory 	None
URDUDALC      	Urinary Dimethylarsinic acid comment code                                                                                                                                                                                                                                           	UAS_J          	Arsenics - Speciated - Urine                                                  	      2017 	   2018 	Laboratory 	None
URDUMMAL      	Urinary Monomethylarsonic acid comment code                                                                                                                                                                                                                                         	UAS_J          	Arsenics - Speciated - Urine                                                  	      2017 	   2018 	Laboratory 	None
URXUAB        	Urinary Arsenobetaine (ug/L)                                                                                                                                                                                                                                                        	UAS_J          	Arsenics - Speciated - Urine                                                  	      2017 	   2018 	Laboratory 	None
URXUAC        	Urinary Arsenocholine (ug/L)                                                                                                                                                                                                                                                        	UAS_J          	Arsenics - Speciated - Urine                                                  	      2017 	   2018 	Laboratory 	None
URXUAS3       	Urinary Arsenous acid (ug/L)                                                                                                                                                                                                                                                        	UAS_J          	Arsenics - Speciated - Urine                                                  	      2017 	   2018 	Laboratory 	None
URXUAS5       	Urinary Arsenic acid (ug/L)                                                                                                                                                                                                                                                         	UAS_J          	Arsenics - Speciated - Urine                                                  	      2017 	   2018 	Laboratory 	None
URXUDMA       	Urinary Dimethylarsinic acid (ug/L)                                                                                                                                                                                                                                                 	UAS_J          	Arsenics - Speciated - Urine                                                  	      2017 	   2018 	Laboratory 	None
URXUMMA       	Urinary Monomethylarsonic acid (ug/L)                                                                                                                                                                                                                                               	UAS_J          	Arsenics - Speciated - Urine                                                  	      2017 	   2018 	Laboratory 	None
WTSA2YR       	Subsample A weights                                                                                                                                                                                                                                                                 	UAS_J          	Arsenics - Speciated - Urine                                                  	      2017 	   2018 	Laboratory 	None
SEQN          	Respondent sequence number.                                                                                                                                                                                                                                                         	UTAS_J         	Arsenic - Total - Urine                                                       	      2017 	   2018 	Laboratory 	None
URDUASLC      	Arsenic, Total - Urine Comment Code                                                                                                                                                                                                                                                 	UTAS_J         	Arsenic - Total - Urine                                                       	      2017 	   2018 	Laboratory 	None
URXUAS        	Arsenic, Total - Urine (ug/L)                                                                                                                                                                                                                                                       	UTAS_J         	Arsenic - Total - Urine                                                       	      2017 	   2018 	Laboratory 	None
WTSA2YR       	Subsample A weights                                                                                                                                                                                                                                                                 	UTAS_J         	Arsenic - Total - Urine                                                       	      2017 	   2018 	Laboratory 	None
SEQN          	Respondent sequence number                                                                                                                                                                                                                                                          	UM_J           	Metals - Urine                                                                	      2017 	   2018 	Laboratory 	None
URDUBALC      	Urinary Barium Comment Code                                                                                                                                                                                                                                                         	UM_J           	Metals - Urine                                                                	      2017 	   2018 	Laboratory 	None
URDUCDLC      	Urinary Cadmium Comment Code                                                                                                                                                                                                                                                        	UM_J           	Metals - Urine                                                                	      2017 	   2018 	Laboratory 	None
URDUCOLC      	Urinary Cobalt Comment Code                                                                                                                                                                                                                                                         	UM_J           	Metals - Urine                                                                	      2017 	   2018 	Laboratory 	None
URDUCSLC      	Urinary Cesium Comment Code                                                                                                                                                                                                                                                         	UM_J           	Metals - Urine                                                                	      2017 	   2018 	Laboratory 	None
URDUMNLC      	Urinary Mn Comment Code                                                                                                                                                                                                                                                             	UM_J           	Metals - Urine                                                                	      2017 	   2018 	Laboratory 	None
URDUMOLC      	Urinary Molybdenum Comment Code                                                                                                                                                                                                                                                     	UM_J           	Metals - Urine                                                                	      2017 	   2018 	Laboratory 	None
URDUPBLC      	Urinary Lead Comment Code                                                                                                                                                                                                                                                           	UM_J           	Metals - Urine                                                                	      2017 	   2018 	Laboratory 	None
URDUSBLC      	Urinary Antimony Comment Code                                                                                                                                                                                                                                                       	UM_J           	Metals - Urine                                                                	      2017 	   2018 	Laboratory 	None
